invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,revenue
C570828,90202D,PINK ENAMEL FLOWER HAIR TIE,-6,10/12/2011 13:15,2.95,14911,EIRE,-17.7
C539291,22963,JAM JAR WITH GREEN LID,-8,12/16/2010 16:42,0.85,18075,United Kingdom,-6.8
C544901,22780,LIGHT GARLAND BUTTERFILES PINK,-4,2/24/2011 13:02,4.25,15078,United Kingdom,-17
C581229,23209,LUNCH BAG VINTAGE DOILY ,-20,12/8/2011 10:14,1.65,12558,USA,-33
C540394,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,1/6/2011 18:09,4.95,17696,United Kingdom,-4.95
C553903,22847,BREAD BIN DINER STYLE IVORY,-1,5/19/2011 18:08,16.95,17671,United Kingdom,-16.95
C556327,21700,BIG DOUGHNUT FRIDGE MAGNETS,-36,6/10/2011 11:22,0.85,17659,United Kingdom,-30.6
C568097,22178,VICTORIAN GLASS HANGING T-LIGHT,-12,9/23/2011 15:12,1.95,15804,United Kingdom,-23.4
C558463,21531,RED RETROSPOT SUGAR JAM BOWL,-1,6/29/2011 15:14,2.55,13982,United Kingdom,-2.55
C565077,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,-12,8/31/2011 17:31,1.45,17451,United Kingdom,-17.4
C541231,21539,RED RETROSPOT BUTTER DISH,-1,1/14/2011 16:55,4.95,13455,United Kingdom,-4.95
574176,85054,check,-39,11/3/2011 11:48,0,Guest,United Kingdom,0
C538357,35924,HANGING FAIRY CAKE DECORATION,-144,12/10/2010 16:01,1.69,13798,United Kingdom,-243.36
C574499,23404,HOME SWEET HOME BLACKBOARD,-1,11/4/2011 13:14,4.95,14412,United Kingdom,-4.95
C569971,23301,GARDENERS KNEELING PAD KEEP CALM ,-2,10/6/2011 19:20,1.65,16875,United Kingdom,-3.3
C550181,21239,PINK  POLKADOT CUP,-20,4/14/2011 17:43,0.85,13069,United Kingdom,-17
551451,21330,Unknown,-4,4/28/2011 16:01,0,Guest,United Kingdom,0
C544397,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,-1,2/18/2011 12:21,2.95,12462,Spain,-2.95
C570221,22384,LUNCH BAG PINK POLKADOT,-7,10/9/2011 12:56,1.65,13113,United Kingdom,-11.55
561543,22202,Unknown,-1,7/28/2011 10:10,0,Guest,United Kingdom,0
C550962,21754,HOME BUILDING BLOCK WORD,-1,4/21/2011 16:42,5.95,14834,United Kingdom,-5.95
C572445,POST,POSTAGE,-1,10/24/2011 12:20,31.6,Guest,United Kingdom,-31.6
C576974,22779,WOODEN OWLS LIGHT GARLAND ,-2,11/17/2011 11:52,4.25,12474,Germany,-8.5
C537611,22865,HAND WARMER OWL DESIGN,-36,12/7/2010 13:25,2.1,17675,United Kingdom,-75.6
C542346,22606,WOODEN SKITTLES GARDEN SET,-1,1/27/2011 12:00,12.75,12709,Germany,-12.75
C569655,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-1,10/5/2011 12:58,1.45,14534,United Kingdom,-1.45
C564971,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,8/31/2011 15:29,9.95,13466,United Kingdom,-9.95
C575042,22327,ROUND SNACK BOXES SET OF 4 SKULLS,-1,11/8/2011 12:05,2.95,16764,United Kingdom,-2.95
C557515,23322,LARGE WHITE HEART OF WICKER,-1,6/20/2011 17:05,2.95,17463,United Kingdom,-2.95
558032,22443,Unknown,-7,6/24/2011 12:14,0,Guest,United Kingdom,0
562386,84596L,Unknown,-21,8/4/2011 15:43,0,Guest,United Kingdom,0
560039,20713,wrongly marked. 23343 in box,-3100,7/14/2011 14:27,0,Guest,United Kingdom,0
C569245,CRUK,CRUK Commission,-1,10/3/2011 9:57,361.59,14096,United Kingdom,-361.59
C567289,POST,POSTAGE,-1,9/19/2011 11:50,4.41,17612,United Kingdom,-4.41
C551685,POST,POSTAGE,-1,5/3/2011 12:51,8142.75,16029,United Kingdom,-8142.75
C568879,23208,LUNCH BAG VINTAGE LEAF DESIGN,-53,9/29/2011 12:38,1.45,14680,United Kingdom,-76.85
C575224,23581,JUMBO BAG PAISLEY PARK,-100,11/9/2011 11:41,1.79,17511,United Kingdom,-179
C538372,84949,SILVER HANGING T-LIGHT HOLDER,-1,12/12/2010 11:12,1.65,16923,United Kingdom,-1.65
C542245,22380,TOY TIDY SPACEBOY  ,-1,1/26/2011 15:06,2.1,13098,United Kingdom,-2.1
C556297,23110,PARISIENNE KEY CABINET ,-2,6/10/2011 9:55,5.75,15609,United Kingdom,-11.5
C561239,22427,ENAMEL FLOWER JUG CREAM,-1,7/26/2011 10:32,5.95,Guest,EIRE,-5.95
542361,85161,samples/damages,-20,1/27/2011 12:47,0,Guest,United Kingdom,0
C536548,21218,RED SPOTTY BISCUIT TIN,-3,12/1/2010 14:33,3.75,12472,Germany,-11.25
C547807,85194S,HANGING SPRING FLOWER EGG SMALL,-4,3/25/2011 13:41,0.65,14194,United Kingdom,-2.6
C570831,90024B,NEW BAROQUE B'FLY NECKLACE RED,-2,10/12/2011 13:25,8.5,14911,EIRE,-17
C577070,POST,POSTAGE,-1,11/17/2011 14:54,40,12704,Finland,-40
C539947,21363,HOME SMALL WOOD LETTERS,-6,12/23/2010 11:47,4.95,13854,United Kingdom,-29.7
540241,35957,Unknown,-939,1/5/2011 15:17,0,Guest,United Kingdom,0
C540393,21843,RED RETROSPOT CAKE STAND,-1,1/6/2011 18:08,10.95,17428,United Kingdom,-10.95
C557663,84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,-4,6/21/2011 17:59,2.55,Guest,EIRE,-10.2
553400,20803,damages,-40,5/16/2011 17:09,0,Guest,United Kingdom,0
C549269,21539,RED RETROSPOT BUTTER DISH,-5,4/7/2011 12:47,4.25,16701,United Kingdom,-21.25
C568575,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,-1,9/28/2011 9:22,4.25,13134,United Kingdom,-4.25
542577,85232B,Unknown,-1,1/28/2011 14:56,0,Guest,United Kingdom,0
C565227,85053,FRENCH ENAMEL CANDLEHOLDER,-1,9/2/2011 9:06,2.1,12708,Germany,-2.1
C548460,21745,GAOLERS KEYS DECORATIVE GARDEN ,-4,3/31/2011 11:58,3.75,16801,United Kingdom,-15
572685,23032,damages,-60,10/25/2011 14:01,0,Guest,United Kingdom,0
C574872,23486,ANTIQUE HEART SHELF UNIT,-2,11/7/2011 13:00,14.55,13993,United Kingdom,-29.1
C553998,22847,BREAD BIN DINER STYLE IVORY,-1,5/20/2011 11:50,16.95,16618,United Kingdom,-16.95
C564217,22979,PANTRY WASHING UP BRUSH,-1,8/24/2011 9:24,1.45,12994,United Kingdom,-1.45
C538118,22784,LANTERN CREAM GAZEBO ,-1,12/9/2010 15:33,4.95,17700,United Kingdom,-4.95
C557663,84879,ASSORTED COLOUR BIRD ORNAMENT,-24,6/21/2011 17:59,1.69,Guest,EIRE,-40.56
C541237,22664,TOY TIDY DOLLY GIRL DESIGN,-1,1/14/2011 17:26,2.1,13599,United Kingdom,-2.1
C569410,23574,PACKING CHARGE,-1,10/4/2011 9:48,7.5,13364,United Kingdom,-7.5
C565671,22059,CERAMIC STRAWBERRY DESIGN MUG,-1,9/6/2011 9:30,1.49,14796,United Kingdom,-1.49
537011,22139,Unknown,-5,12/3/2010 15:38,0,Guest,United Kingdom,0
C554539,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-4,5/24/2011 17:47,1.95,14911,EIRE,-7.8
C576670,23344,JUMBO BAG 50'S CHRISTMAS ,-1,11/16/2011 11:55,2.08,16393,United Kingdom,-2.08
C556635,23089,GLASS BON BON JAR,-2,6/13/2011 15:25,1.65,13505,Switzerland,-3.3
C538341,22988,SOLDIERS EGG CUP ,-36,12/10/2010 14:03,1.25,15514,United Kingdom,-45
C579785,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-2,11/30/2011 15:29,4.95,12584,Italy,-9.9
C548972,21974,SET OF 36 PAISLEY FLOWER DOILIES,-12,4/5/2011 11:42,1.45,15674,United Kingdom,-17.4
C558347,S,SAMPLES,-1,6/28/2011 14:47,6.15,Guest,United Kingdom,-6.15
C569985,22729,ALARM CLOCK BAKELIKE ORANGE,-4,10/6/2011 19:51,3.75,15365,United Kingdom,-15
C541826,22423,REGENCY CAKESTAND 3 TIER,-1,1/21/2011 17:04,12.75,18260,United Kingdom,-12.75
C570889,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-2,10/13/2011 10:49,3.29,13954,United Kingdom,-6.58
C574026,51014C,"FEATHER PEN,COAL BLACK",-1,11/2/2011 12:26,0.39,14606,United Kingdom,-0.39
C544583,S,SAMPLES,-1,2/21/2011 14:48,31.98,Guest,United Kingdom,-31.98
C549582,22423,REGENCY CAKESTAND 3 TIER,-3,4/11/2011 9:45,12.75,12656,France,-38.25
C577394,22219,LOVEBIRD HANGING DECORATION WHITE ,-2,11/18/2011 17:09,0.85,14902,United Kingdom,-1.7
540679,21667,Unknown,-1,1/10/2011 16:21,0,Guest,United Kingdom,0
C572444,M,Manual,-1,10/24/2011 12:12,235.54,Guest,United Kingdom,-235.54
C551463,23142,IVORY WIRE KITCHEN ORGANISER,-1,4/28/2011 16:13,10.4,13534,United Kingdom,-10.4
C576561,22845,VINTAGE CREAM CAT FOOD CONTAINER,-1,11/15/2011 13:22,5.55,15311,United Kingdom,-5.55
C570683,23203,JUMBO BAG VINTAGE DOILY ,-2,10/11/2011 16:09,2.08,16161,United Kingdom,-4.16
C564206,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,-2,8/24/2011 9:04,1.25,14301,United Kingdom,-2.5
C579891,23485,BOTANICAL GARDENS WALL CLOCK ,-1,12/1/2011 8:18,25,13644,United Kingdom,-25
C560898,22797,CHEST OF DRAWERS GINGHAM HEART ,-2,7/21/2011 17:30,16.95,12722,France,-33.9
C544417,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2/18/2011 15:13,4.95,17512,United Kingdom,-4.95
C568597,22798,ANTIQUE GLASS DRESSING TABLE POT,-7,9/28/2011 11:17,2.95,13089,United Kingdom,-20.65
C542078,22189,CREAM HEART CARD HOLDER,-1,1/25/2011 12:11,3.95,12854,United Kingdom,-3.95
549328,51008,Unknown,-110,4/8/2011 10:49,0,Guest,United Kingdom,0
C559939,22082,RIBBON REEL STRIPES DESIGN ,-10,7/14/2011 10:19,1.65,14426,United Kingdom,-16.5
C552701,71053,WHITE METAL LANTERN,-1,5/10/2011 15:58,3.75,16094,United Kingdom,-3.75
C561358,20977,36 PENCILS TUBE WOODLAND,-32,7/26/2011 15:10,1.25,12626,Germany,-40
C556735,22169,FAMILY ALBUM WHITE PICTURE FRAME,-2,6/14/2011 12:01,8.5,14527,United Kingdom,-17
C579877,22489,PACK OF 12 TRADITIONAL CRAYONS,-1,11/30/2011 17:07,0.42,16240,United Kingdom,-0.42
C547725,22991,GIRAFFE WOODEN RULER,-6,3/25/2011 10:43,1.95,Guest,United Kingdom,-11.7
C564494,BANK CHARGES,Bank Charges,-1,8/25/2011 14:20,83.83,Guest,United Kingdom,-83.83
572468,72803A,damages,-160,10/24/2011 13:30,0,Guest,United Kingdom,0
C546903,21906,PHARMACIE FIRST AID TIN,-2,3/17/2011 18:31,6.75,16217,United Kingdom,-13.5
C560540,22546,MINI JIGSAW PURDEY,-1,7/19/2011 12:26,0.42,12415,Australia,-0.42
C538595,82482,WOODEN PICTURE FRAME WHITE FINISH,-2,12/13/2010 12:03,2.55,15555,United Kingdom,-5.1
556300,20735,Unknown,-472,6/10/2011 10:18,0,Guest,United Kingdom,0
557025,22192,Unknown,-9,6/16/2011 13:09,0,Guest,United Kingdom,0
C569961,22960,JAM MAKING SET WITH JARS,-3,10/6/2011 18:44,4.25,13704,United Kingdom,-12.75
C554330,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,5/23/2011 17:08,2.95,12749,United Kingdom,-2.95
C539066,47590A,BLUE HAPPY BIRTHDAY BUNTING,-1,12/15/2010 16:54,5.45,17912,United Kingdom,-5.45
561506,72051S,Unknown,-1,7/27/2011 14:18,0,Guest,United Kingdom,0
568546,22409,Unknown,-20,9/27/2011 14:35,0,Guest,United Kingdom,0
C546854,20726,LUNCH BAG WOODLAND,-1,3/17/2011 13:55,1.45,17511,United Kingdom,-1.45
C560645,M,Manual,-1,7/20/2011 11:23,451.42,15802,United Kingdom,-451.42
C540307,22084,PAPER CHAIN KIT EMPIRE,-36,1/6/2011 12:58,2.95,15823,United Kingdom,-106.2
C547908,POST,POSTAGE,-1,3/28/2011 12:18,38.45,Guest,United Kingdom,-38.45
C562623,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,-3,8/8/2011 12:38,1.25,16255,United Kingdom,-3.75
C567706,22835,HOT WATER BOTTLE I AM SO POORLY,-312,9/22/2011 9:46,4.25,15769,United Kingdom,-1326
C567690,20726,LUNCH BAG WOODLAND,-1,9/21/2011 17:01,1.65,15810,United Kingdom,-1.65
C574493,23234,BISCUIT TIN VINTAGE CHRISTMAS,-2,11/4/2011 13:09,2.89,14842,United Kingdom,-5.78
C542604,84799,SPRIG LAVENDER ARTIFICIAL FLOWER,-48,1/30/2011 12:35,0.42,13148,United Kingdom,-20.16
C551540,23127,FELTCRAFT GIRL NICOLE KIT,-8,5/3/2011 8:47,4.95,14735,United Kingdom,-39.6
550943,21316,Unknown,-5,4/21/2011 15:51,0,Guest,United Kingdom,0
C537039,22854,CREAM SWEETHEART EGG HOLDER,-1,12/5/2010 10:25,4.95,15708,United Kingdom,-4.95
C546680,21391,FRENCH LAVENDER SCENT HEART,-3,3/15/2011 16:51,2.1,13121,United Kingdom,-6.3
C569994,22729,ALARM CLOCK BAKELIKE ORANGE,-5,10/6/2011 20:33,3.75,15606,United Kingdom,-18.75
C553880,21122,SET/10 PINK POLKADOT PARTY CANDLES,-24,5/19/2011 15:23,1.25,13762,United Kingdom,-30
C564488,22791,T-LIGHT GLASS FLUTED ANTIQUE,-12,8/25/2011 14:12,1.25,16859,United Kingdom,-15
C579781,22457,NATURAL SLATE HEART CHALKBOARD ,-1,11/30/2011 15:20,2.95,17451,United Kingdom,-2.95
571114,23159,Unknown,-99,10/13/2011 17:40,0,Guest,United Kingdom,0
C577383,21871,SAVE THE PLANET MUG,-2,11/18/2011 16:48,1.65,13091,United Kingdom,-3.3
C564763,CRUK,CRUK Commission,-1,8/30/2011 10:49,1.6,14096,United Kingdom,-1.6
C566180,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,-1,9/9/2011 12:52,3.75,16173,United Kingdom,-3.75
C556647,22993,SET OF 4 PANTRY JELLY MOULDS,-12,6/13/2011 16:14,1.25,13012,United Kingdom,-15
C538059,21217,RED RETROSPOT ROUND CAKE TINS,-3,12/9/2010 13:38,9.95,14205,United Kingdom,-29.85
C561238,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,7/26/2011 10:31,4.95,17675,United Kingdom,-4.95
C581117,23311,VINTAGE CHRISTMAS STOCKING ,-2,12/7/2011 12:24,2.55,16393,United Kingdom,-5.1
C568879,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,-14,9/29/2011 12:38,1.25,14680,United Kingdom,-17.5
C555723,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-2,6/6/2011 16:21,8.5,15737,United Kingdom,-17
C539499,21231,SWEETHEART CERAMIC TRINKET BOX,-3,12/20/2010 11:01,1.25,15312,United Kingdom,-3.75
543545,22627,Unknown,-11,2/9/2011 15:50,0,Guest,United Kingdom,0
C569989,22111,SCOTTIE DOG HOT WATER BOTTLE,-17,10/6/2011 20:08,4.25,16839,United Kingdom,-72.25
C550933,M,Manual,-1,4/21/2011 15:13,678.03,Guest,United Kingdom,-678.03
C543818,22622,BOX OF VINTAGE ALPHABET BLOCKS,-2,2/13/2011 15:45,9.95,16897,United Kingdom,-19.9
C551861,22465,HANGING METAL STAR LANTERN,-1,5/4/2011 15:44,1.65,12840,United Kingdom,-1.65
C567359,21194,PINK  HONEYCOMB PAPER FAN,-2,9/19/2011 16:33,0.65,15201,United Kingdom,-1.3
C577737,84949,SILVER HANGING T-LIGHT HOLDER,-24,11/21/2011 13:25,1.65,15681,United Kingdom,-39.6
C571637,22379,RECYCLING BAG RETROSPOT ,-39,10/18/2011 11:55,1.85,14688,United Kingdom,-72.15
C579894,23319,BOX OF 6 MINI 50'S CRACKERS,-6,12/1/2011 8:26,2.08,13098,United Kingdom,-12.48
C550540,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-12,4/19/2011 11:31,0.83,14339,United Kingdom,-9.96
C557637,22778,GLASS CLOCHE SMALL,-1,6/21/2011 16:00,3.95,13630,United Kingdom,-3.95
C572481,22557,PLASTERS IN TIN VINTAGE PAISLEY ,-4,10/24/2011 13:48,1.65,15632,United Kingdom,-6.6
C538059,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-12,12/9/2010 13:38,1.25,14205,United Kingdom,-15
C554330,22697,GREEN REGENCY TEACUP AND SAUCER,-1,5/23/2011 17:08,2.95,12749,United Kingdom,-2.95
558308,84576,Unknown,-10,6/28/2011 11:02,0,Guest,United Kingdom,0
549029,84569B,Unknown,-17,4/5/2011 17:03,0,Guest,United Kingdom,0
565060,21165,Unknown,-46,8/31/2011 17:15,0,Guest,United Kingdom,0
C554006,22508,DOORSTOP RETROSPOT HEART,-12,5/20/2011 12:25,3.75,13418,United Kingdom,-45
559373,16156S,Unknown,-110,7/8/2011 10:36,0,Guest,United Kingdom,0
538061,21801,Unknown,-38,12/9/2010 13:39,0,Guest,United Kingdom,0
C538377,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,12/12/2010 11:23,9.95,15224,United Kingdom,-9.95
C542426,22423,REGENCY CAKESTAND 3 TIER,-2,1/28/2011 9:32,12.75,14146,United Kingdom,-25.5
C550962,22191,IVORY DINER WALL CLOCK,-1,4/21/2011 16:42,8.5,14834,United Kingdom,-8.5
561557,37477C,Unknown,-31,7/28/2011 10:21,0,Guest,United Kingdom,0
C552190,21830,ASSORTED CREEPY CRAWLIES,-24,5/6/2011 14:11,0.42,12748,United Kingdom,-10.08
C569655,22382,LUNCH BAG SPACEBOY DESIGN ,-7,10/5/2011 12:58,1.65,14534,United Kingdom,-11.55
C540781,22776,SWEETHEART CAKESTAND 3 TIER,-1,1/11/2011 11:22,9.95,16875,United Kingdom,-9.95
570294,84249A,damaged,-25,10/10/2011 12:00,0,Guest,United Kingdom,0
C552241,22569,FELTCRAFT CUSHION BUTTERFLY,-1,5/6/2011 17:38,3.75,14676,United Kingdom,-3.75
C572489,22465,HANGING METAL STAR LANTERN,-5,10/24/2011 13:59,1.65,17119,United Kingdom,-8.25
558464,35966,Unknown,-20,6/29/2011 15:17,0,Guest,United Kingdom,0
C569114,22423,REGENCY CAKESTAND 3 TIER,-1,9/30/2011 12:50,12.75,14911,EIRE,-12.75
C551018,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-1,4/26/2011 11:19,2.95,12705,Germany,-2.95
C577384,21313,GLASS HEART T-LIGHT HOLDER ,-10,11/18/2011 16:50,0.64,14156,EIRE,-6.4
577307,16169E,check,-313,11/18/2011 13:06,0,Guest,United Kingdom,0
C577513,22835,HOT WATER BOTTLE I AM SO POORLY,-4,11/20/2011 12:59,4.95,18110,United Kingdom,-19.8
C566071,23173,REGENCY TEAPOT ROSES ,-8,9/8/2011 17:56,8.15,17997,United Kingdom,-65.2
C569994,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-12,10/6/2011 20:33,3.75,15606,United Kingdom,-45
C543347,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",-3,2/7/2011 12:44,0.85,12472,Germany,-2.55
551446,35594,Unknown,-4,4/28/2011 15:58,0,Guest,United Kingdom,0
C572223,23350,ROLL WRAP VINTAGE SPOT ,-12,10/21/2011 13:36,1.25,14147,United Kingdom,-15
C566999,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,9/16/2011 11:14,4.95,14842,United Kingdom,-9.9
C575224,23582,VINTAGE DOILY JUMBO BAG RED ,-100,11/9/2011 11:41,1.79,17511,United Kingdom,-179
C565382,CRUK,CRUK Commission,-1,9/2/2011 15:45,13.01,14096,United Kingdom,-13.01
C567198,22383,LUNCH BAG SUKI DESIGN ,-1,9/19/2011 10:11,1.65,14159,United Kingdom,-1.65
C554926,20975,12 PENCILS SMALL TUBE RED RETROSPOT,-24,5/27/2011 12:59,0.65,16422,United Kingdom,-15.6
C543780,22712,CARD DOLLY GIRL ,-1,2/11/2011 16:34,0.42,17334,United Kingdom,-0.42
C553033,22982,PANTRY PASTRY BRUSH,-12,5/12/2011 19:50,1.25,13883,United Kingdom,-15
C559983,22487,WHITE WOOD GARDEN PLANT LADDER,-2,7/14/2011 11:41,9.95,14562,United Kingdom,-19.9
C580826,23250,VINTAGE RED TRIM ENAMEL BOWL ,-31,12/6/2011 11:37,1.25,17490,United Kingdom,-38.75
C569949,22845,VINTAGE CREAM CAT FOOD CONTAINER,-1,10/6/2011 18:27,6.35,12584,Italy,-6.35
C550475,21181,PLEASE ONE PERSON METAL SIGN,-1,4/18/2011 13:59,1.85,13798,United Kingdom,-1.85
C549913,22961,JAM MAKING SET PRINTED,-12,4/13/2011 9:02,1.45,14267,United Kingdom,-17.4
C573761,22364,GLASS JAR DIGESTIVE BISCUITS,-3,11/1/2011 9:55,2.95,15489,United Kingdom,-8.85
C546885,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,3/17/2011 18:11,8.5,15671,United Kingdom,-8.5
C571678,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,10/18/2011 13:33,1.06,12679,France,-1.06
C543755,85049G,CHOCOLATE BOX RIBBONS ,-12,2/11/2011 14:48,1.25,14304,United Kingdom,-15
C576233,M,Manual,-1,11/14/2011 13:26,326.1,Guest,Hong Kong,-326.1
C562124,22698,PINK REGENCY TEACUP AND SAUCER,-1,8/2/2011 17:23,2.55,13081,United Kingdom,-2.55
C569251,85066,CREAM SWEETHEART MINI CHEST,-1,10/3/2011 10:37,12.75,12957,United Kingdom,-12.75
C570828,90202C,GREEN ENAMEL FLOWER HAIR TIE,-6,10/12/2011 13:15,2.95,14911,EIRE,-17.7
C543755,22158,3 HEARTS HANGING DECORATION RUSTIC,-8,2/11/2011 14:48,2.95,14304,United Kingdom,-23.6
C557650,22839,3 TIER CAKE TIN GREEN AND CREAM,-2,6/21/2011 17:17,14.95,15152,United Kingdom,-29.9
C563068,23108,SET OF 10 LED DOLLY LIGHTS,-1,8/11/2011 15:26,6.25,13722,United Kingdom,-6.25
C549786,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,-24,4/12/2011 11:58,1.69,14071,United Kingdom,-40.56
C557269,23181,BULL DOG BOTTLE TOP WALL CLOCK,-1,6/19/2011 11:27,8.25,13097,United Kingdom,-8.25
546130,35610A,thrown away,-1277,3/9/2011 15:08,0,Guest,United Kingdom,0
C537413,22834,HAND WARMER BABUSHKA DESIGN,-72,12/6/2010 15:07,2.1,14409,United Kingdom,-151.2
C541705,22487,WHITE WOOD GARDEN PLANT LADDER,-4,1/21/2011 10:29,8.5,13854,United Kingdom,-34
C571860,23164,REGENCY CAKE SLICE,-1,10/19/2011 13:42,4.95,14175,United Kingdom,-4.95
C538997,21533,RETROSPOT LARGE MILK JUG,-1,12/15/2010 12:06,4.25,14426,United Kingdom,-4.25
C542088,22556,PLASTERS IN TIN CIRCUS PARADE ,-12,1/25/2011 12:36,1.65,12553,France,-19.8
C580826,23249,VINTAGE RED ENAMEL TRIM PLATE,-1,12/6/2011 11:37,1.65,17490,United Kingdom,-1.65
C565290,22307,GOLD MUG BONE CHINA TREE OF LIFE,-24,9/2/2011 11:46,1.25,16092,United Kingdom,-30
C571695,20975,12 PENCILS SMALL TUBE RED RETROSPOT,-24,10/18/2011 14:46,0.65,14776,United Kingdom,-15.6
549032,20778,Unknown,-6,4/5/2011 17:06,0,Guest,United Kingdom,0
C563600,84880,WHITE WIRE EGG HOLDER,-1,8/18/2011 6:24,7.5,14911,EIRE,-7.5
C574027,22094,RED RETROSPOT TISSUE BOX,-36,11/2/2011 12:32,0.39,13394,United Kingdom,-14.04
542544,17165D,Unknown,-10,1/28/2011 14:43,0,Guest,United Kingdom,0
547332,21613,Unknown,-47,3/22/2011 11:42,0,Guest,United Kingdom,0
C546997,22924,FRIDGE MAGNETS LA VIE EN ROSE,-6,3/18/2011 13:32,0.85,12748,United Kingdom,-5.1
C558357,75049L,LARGE CIRCULAR MIRROR MOBILE,-8,6/28/2011 15:04,0.85,15502,United Kingdom,-6.8
C543356,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2/7/2011 13:52,1.25,14443,United Kingdom,-1.25
537007,21172,Unknown,-80,12/3/2010 15:36,0,Guest,United Kingdom,0
C548729,22232,JIGSAW TOADSTOOLS 3 PIECE,-8,4/4/2011 9:57,1.65,12434,Australia,-13.2
C562952,22980,PANTRY SCRUBBING BRUSH,-3,8/11/2011 10:10,1.65,12749,United Kingdom,-4.95
C567331,23110,PARISIENNE KEY CABINET ,-1,9/19/2011 14:50,5.75,16609,United Kingdom,-5.75
C564208,23129,HEART SHAPED HOLLY WREATH,-1,8/24/2011 9:07,4.15,15469,United Kingdom,-4.15
C571707,23193,BUFFALO BILL TREASURE BOOK BOX,-2,10/18/2011 15:33,2.25,14056,United Kingdom,-4.5
C547791,22634,CHILDS BREAKFAST SET SPACEBOY ,-2,3/25/2011 12:07,9.95,17979,United Kingdom,-19.9
C581228,22467,GUMBALL COAT RACK,-36,12/8/2011 10:06,2.1,16019,United Kingdom,-75.6
C558258,22055,MINI CAKE STAND  HANGING STRAWBERY,-2,6/27/2011 17:28,1.65,13014,United Kingdom,-3.3
C558615,21845,DAIRY MAID STRIPE MUG,-4,6/30/2011 16:20,0.79,17719,United Kingdom,-3.16
C538350,21936,RED RETROSPOT PICNIC BAG,-3,12/10/2010 15:01,2.55,13798,United Kingdom,-7.65
C554905,15044C,PURPLE PAPER PARASOL,-1,5/27/2011 11:17,2.95,14191,United Kingdom,-2.95
C570290,84029E,RED WOOLLY HOTTIE WHITE HEART.,-8,10/10/2011 11:54,4.25,14665,United Kingdom,-34
C560898,85066,CREAM SWEETHEART MINI CHEST,-1,7/21/2011 17:30,12.75,12722,France,-12.75
551663,84548,Unknown,-70,5/3/2011 12:34,0,Guest,United Kingdom,0
C562726,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,8/9/2011 9:05,2.95,16401,United Kingdom,-2.95
567921,21089,damaged,-7,9/22/2011 17:24,0,Guest,United Kingdom,0
C578274,22768,FAMILY PHOTO FRAME CORNICE,-2,11/23/2011 13:42,9.95,17828,Malta,-19.9
C566468,23209,LUNCH BAG VINTAGE DOILY ,-1,9/12/2011 18:14,1.65,13319,United Kingdom,-1.65
C572226,23256,CHILDRENS CUTLERY SPACEBOY ,-2,10/21/2011 13:58,4.15,15321,United Kingdom,-8.3
C574473,20749,ASSORTED COLOUR MINI CASES,-2,11/4/2011 12:05,7.95,15809,United Kingdom,-15.9
C569410,23393,HOME SWEET HOME CUSHION COVER ,-4,10/4/2011 9:48,3.75,13364,United Kingdom,-15
543269,84638,Unknown,-18,2/4/2011 17:25,0,Guest,United Kingdom,0
C552459,M,Manual,-1,5/9/2011 14:44,598.59,Guest,United Kingdom,-598.59
544832,62096A,Unknown,-88,2/24/2011 10:05,0,Guest,United Kingdom,0
543262,84614A,thrown away,-390,2/4/2011 16:08,0,Guest,United Kingdom,0
C556281,POST,POSTAGE,-1,6/9/2011 20:32,4.05,14040,United Kingdom,-4.05
C574748,22383,LUNCH BAG SUKI DESIGN ,-100,11/7/2011 8:41,1.45,17107,United Kingdom,-145
